entropy,file_size,num_strings,label
3.44,1542602,453,0
4.34,804135,2443,0
2.79,2425871,4166,0
3.56,3554668,129,0
6.03,7670869,136,1
4.25,2784103,1062,0
3.21,4962292,4272,0
4.38,439283,2518,0
7.23,105891,112,1
4.39,2614307,4401,0
2.94,906391,116,0
5.78,9511233,191,1
3.54,4531914,4525,0
3.09,2658423,4076,0
2.81,531261,1828,0
6.45,8289583,78,1
7.52,1258661,29,1
3.08,3095419,2596,0
4.27,714729,2778,0
3.73,2734089,4600,0
7.08,894230,25,1
7.75,9841535,161,1
3.89,3537342,4146,0
2.78,3180990,4965,0
3.14,2467405,1124,0
6.05,485050,59,1
6.33,3212648,126,1
7.18,8561123,183,1
3.25,330529,2872,0
6.45,8744867,185,1
3.57,4586971,3306,0
7.21,1806239,33,1
7.48,9654357,113,1
6.48,726148,145,1
6.78,2158972,89,1
6.46,4335166,118,1
6.21,7840535,73,1
6.23,3635282,164,1
3.27,138087,4522,0
5.58,9640559,67,1
4.43,301811,4568,0
2.98,1242469,3419,0
7.49,2908245,27,1
3.39,3036708,3755,0
7.54,1124397,148,1
4.35,1102070,2585,0
2.67,1565812,4928,0
3.44,2018344,1058,0
6.27,2459279,47,1
5.54,7616471,164,1
3.26,2395761,523,0
6.46,9687643,131,1
2.93,4732089,3304,0
3.15,54225,3943,0
3.52,3653650,1632,0
7.94,1517554,109,1
4.15,4138077,2088,0
7.68,8882767,110,1
7.8,2282640,61,1
7.69,4402539,46,1
2.81,1708820,3540,0
7.96,9764328,146,1
3.45,830512,2487,0
4.16,359476,4820,0
3.18,661408,3595,0
5.96,2591486,41,1
3.45,3388491,3978,0
3.54,4793233,769,0
4.05,1914119,4864,0
3.54,3723423,4205,0
3.44,2205288,568,0
4.35,2266342,4814,0
3.71,3243779,3695,0
5.91,6600238,126,1
5.94,9870109,75,1
2.81,3383967,4663,0
4.15,2000489,1405,0
7.31,2743463,175,1
6.98,6706210,97,1
7.31,9645607,136,1
3.1,1983581,3519,0
3.36,2283161,154,0
6.61,5774578,140,1
7.93,7872232,88,1
6.26,9067984,65,1
6.38,6390498,74,1
4.48,4696561,1721,0
3.53,3713882,112,0
4.36,1963485,880,0
2.69,4426202,683,0
3.33,4160270,3966,0
6.98,4058945,198,1
5.72,3147416,26,1
6.63,721794,34,1
2.71,3939889,3583,0
7.57,9460481,63,1
3.18,3617552,688,0
7.74,8738350,128,1
3.63,2127922,4940,0
2.61,3774617,3470,0
3.37,117880,3032,0
5.96,4357005,108,1
5.59,9354717,71,1
6.97,9037157,132,1
6.04,8529767,96,1
2.74,1857039,807,0
7.17,6634728,20,1
4.38,767809,891,0
6.87,381487,105,1
7.37,4189503,82,1
7.76,2420230,87,1
4.2,470055,2177,0
5.81,8610445,162,1
2.63,3576228,1848,0
7.62,5058139,176,1
3.67,1915240,1892,0
7.57,8636046,108,1
4.23,2017386,2843,0
3.62,3152625,1155,0
7.92,7937707,54,1
6.72,572194,174,1
7.22,7062941,101,1
6.31,6411669,81,1
2.82,4342065,4004,0
6.72,4816431,80,1
5.72,6256577,116,1
7.94,3851576,104,1
6.88,4522784,193,1
7.91,3712750,179,1
3.24,4206321,1956,0
2.81,83318,3487,0
7.78,4959546,82,1
3.14,2862683,479,0
6.27,4279755,121,1
7.74,8401252,173,1
6.58,2113547,197,1
5.62,3486908,152,1
4.48,535432,1337,0
7.74,2573750,197,1
2.74,951974,3759,0
3.96,2187825,1322,0
3.84,2993388,1980,0
4.1,4234129,3765,0
4.32,2014255,891,0
3.55,3710383,1760,0
3.22,2461729,637,0
7.7,3363166,139,1
7.6,4528032,196,1
6.64,2469919,114,1
3.59,688732,3388,0
3.64,2570662,2480,0
2.64,3594925,2330,0
7.88,988284,96,1
5.73,7685784,145,1
6.41,8147321,89,1
6.21,3154564,177,1
7.81,6543422,129,1
6.8,5745992,191,1
6.14,5370845,178,1
6.23,5851635,167,1
5.78,5119404,47,1
5.76,2349171,174,1
3.43,3355442,4772,0
3.66,1888429,4990,0
4.2,3759408,4672,0
3.09,2984510,4238,0
2.71,3440104,3104,0
2.66,4166919,2989,0
3.72,4468233,3374,0
5.71,103303,49,1
5.71,2519333,194,1
3.62,2703338,1576,0
3.68,2830627,1729,0
6.4,2053141,145,1
4.16,2984739,771,0
7.06,235900,64,1
3.46,2118021,3494,0
6.66,5869752,189,1
7.55,4433245,81,1
5.76,5802437,109,1
3.67,1963496,777,0
6.99,4187900,30,1
6.57,417411,174,1
4.09,3518316,4658,0
7.12,5163076,175,1
6.46,1611677,104,1
4.11,52219,3114,0
7.99,7692976,76,1
7.25,6787893,182,1
4.14,915885,2394,0
2.97,2707885,4084,0
6.08,1603810,190,1
3.44,4206657,3359,0
3.35,983265,120,0
3.07,4511576,4080,0
3.41,3428785,640,0
2.97,1906955,4415,0
6.42,5429126,76,1
7.3,7193804,159,1
6.26,9596949,129,1
6.9,1357127,197,1
2.87,433370,352,0
7.44,1104084,162,1
2.78,270667,1042,0
5.71,5913641,22,1
6.53,3964090,179,1
2.7,3194078,4500,0
7.39,4839706,95,1
2.89,3053496,989,0
7.78,1754981,164,1
2.66,482596,2313,0
3.78,180343,257,0
4.13,3324115,760,0
6.61,9757953,191,1
2.7,892006,4383,0
5.93,4267206,119,1
5.64,2941428,199,1
3.42,3428341,3173,0
6.6,9767882,118,1
3.23,2277031,1800,0
2.64,2984245,4118,0
5.53,4547375,185,1
2.97,2808253,2643,0
3.83,4632147,1560,0
5.98,5805148,174,1
4.38,521866,4616,0
4.24,957611,1639,0
2.66,1067382,2026,0
3.34,4757190,1880,0
6.6,6390278,85,1
6.45,8765060,135,1
7.6,4417367,155,1
4.39,4031119,4123,0
4.13,1364368,3986,0
7.17,2805613,21,1
3.95,3747989,2444,0
3.21,3630717,4571,0
4.41,1978757,4572,0
7.63,2297053,109,1
7.74,8929429,145,1
3.68,2938728,4359,0
3.78,749257,3729,0
4.01,4000553,1945,0
2.51,1947933,4988,0
7.79,5207704,107,1
7.81,5274092,31,1
7.64,5882246,25,1
5.7,2727646,96,1
3.34,4845004,3437,0
3.27,1239248,1800,0
4.22,4568072,385,0
6.47,4407513,60,1
5.77,7028871,197,1
7.06,2551528,186,1
6.36,4396329,116,1
6.83,8560290,172,1
6.64,9571901,182,1
3.47,1844953,2541,0
5.57,8307294,47,1
5.81,6661401,67,1
3.44,3226967,4653,0
6.54,6805881,103,1
6.89,4398955,194,1
7.43,6221341,78,1
6.96,7257826,78,1
3.17,4758740,2970,0
4.02,3408959,3316,0
7.86,150201,84,1
5.68,7379801,187,1
4.28,4749109,2098,0
7.29,8973620,185,1
4.0,2938108,3526,0
6.97,5015167,76,1
7.98,7394024,138,1
6.2,6354578,103,1
6.09,3283695,59,1
7.01,8884138,100,1
4.01,2897761,2216,0
2.89,2636520,3714,0
5.51,295035,81,1
7.97,4825489,65,1
3.79,4357155,939,0
4.29,99218,388,0
4.41,752211,4937,0
7.99,6307448,136,1
6.86,5509232,165,1
3.58,2422870,323,0
4.14,2973007,737,0
5.88,7821216,107,1
3.53,1472390,3077,0
7.71,9971662,53,1
4.34,1196562,3510,0
6.66,8133568,170,1
6.7,5924437,52,1
7.02,4139699,111,1
4.28,4346021,2029,0
6.46,3627709,193,1
2.7,2599390,4410,0
6.36,5491216,174,1
3.66,851753,1390,0
2.62,4765281,3424,0
7.31,3580006,72,1
3.72,297564,327,0
6.54,8792837,50,1
2.86,1129316,4878,0
3.33,4782895,3849,0
3.13,646489,1863,0
3.3,693419,1053,0
6.82,5352646,171,1
2.61,2276790,2919,0
3.79,4624578,3495,0
6.59,4836517,161,1
6.75,8338300,189,1
5.81,2632786,163,1
2.61,3186550,2594,0
3.79,4880100,1013,0
7.35,2298702,72,1
3.76,2835368,4363,0
3.87,2271922,400,0
7.62,4802000,154,1
7.07,9852396,41,1
3.5,1388505,4720,0
7.74,6761904,169,1
3.44,641869,2982,0
6.13,1437147,75,1
7.23,2197385,110,1
6.33,3638871,125,1
4.13,3234873,4640,0
6.06,3140412,103,1
3.3,3660707,2598,0
4.01,1452487,3450,0
3.97,2915538,1551,0
7.04,8418352,28,1
5.93,9460970,60,1
5.56,7390049,69,1
5.74,6170738,184,1
7.39,7099145,179,1
4.41,4636959,951,0
7.25,4140114,30,1
6.12,9003617,91,1
7.73,8759222,54,1
6.36,180538,65,1
3.02,1594669,1404,0
2.75,3982721,4448,0
3.8,3992200,1356,0
2.92,1811406,2622,0
3.24,4971672,932,0
2.56,4170180,1932,0
7.43,5110766,45,1
3.83,1164847,3359,0
7.36,7349386,147,1
6.21,2876751,194,1
4.43,1806375,4965,0
3.02,2585084,563,0
7.63,3985127,188,1
7.6,8756212,20,1
7.84,1510236,114,1
6.36,1998103,164,1
2.97,1998819,673,0
7.72,8719633,30,1
7.54,4164677,152,1
2.97,2002385,463,0
4.4,1817061,2293,0
3.08,3493718,1921,0
6.13,8454267,137,1
4.44,910268,2878,0
2.78,1742835,2966,0
7.87,2107707,176,1
7.08,2965208,128,1
6.65,2723581,168,1
3.1,3830151,3408,0
2.76,1149307,4195,0
2.95,3539326,3824,0
6.95,2436742,199,1
5.61,7615076,164,1
3.46,1690125,4805,0
2.88,274233,3523,0
6.55,761221,52,1
2.57,4397457,3736,0
7.29,5915544,98,1
4.19,118012,4385,0
2.62,982980,815,0
3.08,1976018,2527,0
3.18,52979,1392,0
3.33,3983166,2779,0
4.33,1919207,3621,0
7.94,198137,50,1
2.91,1267344,1924,0
7.06,484707,41,1
4.49,2776312,446,0
4.5,3178204,2354,0
6.07,6871503,155,1
5.67,876886,58,1
4.34,2665156,4036,0
7.48,1177504,101,1
3.24,4489484,849,0
6.92,1726308,64,1
4.17,3440683,4658,0
7.35,4797416,96,1
6.99,8593742,29,1
4.17,2270812,2462,0
3.74,1303482,3515,0
7.99,5050074,55,1
6.8,7377483,25,1
3.33,4874788,2403,0
6.68,1487591,39,1
4.12,3872713,4099,0
6.93,2716110,195,1
6.39,4853108,118,1
3.55,3798716,2180,0
7.95,2020667,169,1
7.32,2101535,159,1
4.18,1467975,4479,0
6.27,8061484,45,1
3.85,4591911,3558,0
4.15,3124959,1276,0
2.88,1071857,3855,0
7.46,3692064,43,1
5.65,8416237,153,1
7.67,9136062,78,1
7.4,2320399,46,1
4.1,1624453,3556,0
6.33,9455076,150,1
7.78,1101398,143,1
5.97,6889322,60,1
4.1,2055728,2352,0
5.85,1434461,118,1
2.73,2886975,917,0
7.28,6654879,180,1
6.14,5846146,153,1
2.82,4346531,3767,0
3.3,562417,2797,0
2.6,4190603,2305,0
3.73,369486,2159,0
2.5,4649567,3383,0
2.88,3673269,3934,0
3.0,4104023,4450,0
7.89,7580538,74,1
2.74,1372312,3076,0
3.25,1840342,666,0
3.42,1985895,163,0
4.4,2242191,1729,0
2.56,2499422,4889,0
2.85,4111178,3230,0
6.28,8052933,103,1
4.22,4044284,2518,0
7.15,9849394,84,1
7.76,7682205,99,1
6.37,4741609,50,1
4.15,3002965,3962,0
5.68,4393374,128,1
4.08,2336137,2254,0
7.93,9999678,71,1
7.91,5339707,192,1
4.23,2886390,871,0
7.75,9469373,192,1
2.79,4286074,2729,0
5.77,9987689,141,1
7.22,4668658,37,1
3.93,1446301,3839,0
6.75,1170724,43,1
2.94,3991420,1370,0
4.38,1138843,912,0
2.55,19057,3707,0
7.88,4784304,140,1
7.65,8609819,169,1
3.48,3010224,4730,0
7.54,4330849,69,1
6.3,3512810,29,1
7.19,158303,166,1
6.77,2093536,96,1
5.9,2131858,154,1
3.96,2954116,2959,0
5.53,6640573,109,1
7.22,770745,140,1
6.34,4098816,74,1
5.84,1563070,40,1
3.91,2897751,2014,0
6.9,3210445,25,1
7.93,7518172,53,1
7.36,2701172,110,1
3.4,1261039,1139,0
6.99,7042758,49,1
3.19,3759055,4289,0
5.52,6825844,111,1
3.44,1158461,3809,0
5.78,2871513,194,1
7.14,8571511,65,1
4.37,1813440,1319,0
7.72,8904849,91,1
6.6,697110,52,1
6.81,8962618,196,1
7.23,8811920,124,1
7.51,2980631,109,1
3.94,143009,495,0
6.31,1713611,122,1
3.45,3789201,3333,0
7.15,182818,33,1
4.29,2650821,4958,0
6.53,3233537,107,1
2.88,4592364,619,0
4.15,1918513,4493,0
2.55,3320455,4765,0
3.97,2653930,2478,0
6.75,2747996,106,1
6.93,152121,167,1
3.82,2965442,4153,0
4.2,2700185,2415,0
3.2,998765,707,0
4.39,216488,1014,0
4.12,2168461,2243,0
4.27,1044283,2845,0
6.6,3460625,122,1
4.36,3116485,1922,0
7.17,2776935,199,1
4.3,2627351,385,0
3.28,859783,4775,0
6.37,8748516,98,1
2.52,552618,1962,0
2.53,2116598,4595,0
7.41,290676,188,1
3.37,1572335,573,0
2.94,2245698,1184,0
3.05,4536071,2129,0
4.4,1219461,4667,0
6.86,363076,63,1
6.92,3111134,45,1
2.55,4313395,3840,0
3.41,1910295,1344,0
3.15,2781526,3345,0
3.11,4753351,4509,0
7.17,2221454,59,1
7.32,9615674,52,1
7.75,4131287,90,1
7.86,1977320,70,1
3.13,3102027,4748,0
3.23,4298781,2491,0
7.94,9324935,174,1
3.94,1185391,4544,0
7.18,2303972,115,1
5.95,2614779,57,1
3.75,3417880,1181,0
4.24,601500,1440,0
2.5,4403916,2246,0
3.91,2260698,4912,0
2.95,3535458,672,0
3.29,2825696,1996,0
3.81,3431540,3117,0
6.59,6806591,100,1
3.05,1418447,2115,0
7.44,9729266,114,1
2.67,1551047,1016,0
5.6,6208882,192,1
4.11,4443756,3061,0
6.52,6494036,191,1
7.01,9971727,130,1
5.78,5715234,84,1
6.83,1976944,142,1
4.4,241360,2971,0
6.28,1182963,35,1
4.48,1278544,1413,0
7.52,8572232,84,1
3.68,1298560,453,0
3.46,55093,2433,0
3.77,2003324,3221,0
2.79,1451191,4103,0
2.52,492428,4851,0
3.81,2724476,2100,0
7.73,4196395,60,1
3.69,750799,234,0
6.47,9058724,25,1
5.76,7275713,195,1
6.43,1750774,69,1
7.22,7980708,71,1
5.75,1474535,177,1
2.79,1335173,4030,0
5.58,6944976,155,1
3.6,3543799,4154,0
3.0,47392,4870,0
2.63,2113490,4146,0
7.22,9609806,50,1
6.1,3644004,89,1
2.59,4549187,1448,0
3.38,2451119,4305,0
6.61,6818188,184,1
7.63,4056887,89,1
3.84,880248,4524,0
2.98,2678598,955,0
3.27,240248,3678,0
2.58,2877898,4137,0
7.03,7054176,140,1
6.65,8689157,32,1
3.17,447241,4062,0
7.39,777120,78,1
6.31,7943086,162,1
3.21,2682167,4880,0
6.36,9456268,126,1
2.77,2806206,2828,0
7.15,3345067,69,1
6.89,575131,139,1
6.72,7241007,133,1
2.66,595595,2981,0
2.95,1281857,2486,0
7.64,3085936,62,1
6.72,7684012,166,1
2.53,4461426,4499,0
6.25,3685721,53,1
5.72,4492379,26,1
4.38,4282015,3939,0
3.82,1262789,4990,0
7.13,8439110,99,1
7.72,5489023,159,1
6.74,1721463,50,1
7.6,3511542,54,1
3.57,1595177,1461,0
7.08,6455210,88,1
7.09,4277342,96,1
4.04,1136130,129,0
5.75,883581,33,1
7.85,7533005,94,1
3.08,200703,233,0
3.45,4442335,1336,0
5.63,8793981,164,1
4.43,4139894,4822,0
7.38,3991980,104,1
3.41,3774360,4645,0
7.73,1484434,120,1
7.87,4263300,71,1
4.22,2566154,3982,0
7.33,4237181,128,1
2.76,394814,883,0
7.58,8274408,83,1
3.66,3796329,4393,0
5.68,2171035,174,1
6.71,6508933,128,1
6.89,159450,131,1
5.91,3059824,120,1
3.97,4048259,2829,0
3.03,2817410,222,0
4.12,1401426,3543,0
2.74,2200091,3921,0
7.93,6468023,105,1
7.72,1394860,162,1
6.38,2644597,157,1
7.2,2323550,126,1
7.67,9246403,105,1
6.44,5318904,146,1
4.03,310353,2206,0
2.79,516807,1963,0
3.7,2318054,1650,0
2.75,1141779,739,0
4.06,3227503,3264,0
6.05,8428186,159,1
2.67,2656439,4638,0
6.33,1272085,150,1
7.84,943968,124,1
6.28,6362435,56,1
3.45,4920379,2955,0
6.6,5321232,24,1
5.76,2893856,186,1
3.59,4330470,109,0
6.99,828200,144,1
7.59,4437374,72,1
3.7,2765676,739,0
6.6,2973954,159,1
6.23,1772326,120,1
5.89,3353014,27,1
2.71,4171647,2296,0
2.95,3760590,2969,0
3.25,2579371,3472,0
2.6,1935552,4285,0
5.83,1877163,34,1
3.21,3485134,2657,0
6.47,1441135,104,1
4.34,1896569,2143,0
4.34,347322,2002,0
3.52,501870,4305,0
3.45,2306697,4619,0
6.04,3461222,98,1
2.68,864032,2488,0
3.17,3558135,939,0
4.18,552483,1500,0
6.15,851811,100,1
4.38,844609,4948,0
5.53,2289843,106,1
4.45,3841368,405,0
6.4,1821391,119,1
4.07,2706253,2711,0
8.0,9579074,123,1
3.9,716360,2052,0
7.89,2962482,149,1
5.76,1917688,88,1
3.84,2618680,892,0
7.41,246856,86,1
5.84,1457425,112,1
4.14,1047878,2727,0
3.61,4380399,1125,0
2.82,3527351,113,0
2.89,1958355,404,0
6.1,7341772,75,1
2.99,2170722,3714,0
2.95,4187854,4725,0
7.26,2492403,125,1
6.37,5863896,71,1
6.73,1427980,186,1
3.7,3695482,3221,0
3.09,3289312,3979,0
2.68,2906334,2580,0
4.4,4809474,4881,0
3.36,245399,671,0
6.9,1039150,102,1
4.35,2836217,2111,0
3.42,1472837,2061,0
4.44,4607126,2143,0
3.24,4185750,2456,0
6.02,7650779,37,1
6.99,1962354,93,1
3.54,244909,3950,0
4.27,4091375,842,0
2.72,1416419,774,0
4.48,1172044,2575,0
7.9,5234296,70,1
2.74,4907078,1035,0
6.59,5777489,102,1
2.72,273440,652,0
6.34,7110929,62,1
3.32,813823,4573,0
2.92,914882,3906,0
7.47,7740632,144,1
7.02,9729561,96,1
7.25,6405640,45,1
2.75,281901,4419,0
7.82,868626,23,1
6.46,1375897,66,1
7.61,5981034,93,1
7.03,482810,169,1
3.52,1685864,4864,0
7.45,6580162,104,1
3.35,3939653,1014,0
7.1,6908236,188,1
3.89,1266235,4415,0
3.9,3986676,883,0
3.79,1940326,1967,0
6.66,2194247,192,1
3.43,38837,399,0
2.68,4816413,3616,0
4.02,4292912,4854,0
6.33,8586682,103,1
6.68,8083764,112,1
6.32,1068913,75,1
3.72,4210823,548,0
6.58,3600501,193,1
2.78,3857735,3394,0
3.72,1690712,3158,0
7.15,4512326,140,1
2.76,723182,1826,0
2.75,2638335,4575,0
6.87,9677521,48,1
7.99,5778880,196,1
7.61,7689443,103,1
4.36,567264,2494,0
3.84,4192818,3206,0
3.3,4930111,4774,0
7.51,2570719,113,1
7.02,3019771,196,1
3.11,4092474,1951,0
7.43,6774263,161,1
6.9,442507,116,1
6.69,8871670,141,1
7.18,3774629,171,1
3.93,2289928,2654,0
2.64,3394041,2208,0
2.58,826902,3647,0
7.28,361954,156,1
4.34,1312248,3283,0
3.88,203173,2614,0
4.04,3715544,2583,0
5.88,4635114,53,1
4.0,4127229,1252,0
4.15,3580560,3234,0
7.6,9435027,84,1
6.29,1358603,100,1
4.27,2999429,3279,0
3.73,860230,1690,0
4.42,1282951,4053,0
5.96,8776188,59,1
4.01,3776940,1043,0
5.65,504416,59,1
6.64,1648767,86,1
7.33,3267822,199,1
7.03,4018700,189,1
4.23,2222083,3580,0
4.32,1681660,3286,0
6.33,4645016,193,1
6.52,1122235,74,1
5.54,1775655,109,1
5.54,2633150,155,1
2.96,887394,1942,0
7.83,5671981,170,1
2.77,2882720,1373,0
3.62,3103388,306,0
4.46,598765,2141,0
4.4,4126247,4220,0
3.98,568033,166,0
5.95,6959169,24,1
7.2,9523066,150,1
3.75,4604164,2728,0
3.86,4292832,2402,0
2.61,2818298,1736,0
4.35,1713098,961,0
7.13,4885763,20,1
3.03,1347069,2493,0
7.44,1657762,198,1
6.89,4319044,60,1
7.41,2139116,127,1
3.16,4135796,1053,0
3.99,2808190,2724,0
4.04,3584735,4119,0
2.61,4542296,4766,0
3.1,2213663,2717,0
3.03,4211931,3581,0
3.98,3647171,2997,0
5.56,1425381,98,1
6.25,8653987,83,1
3.67,1682047,467,0
4.44,1629518,146,0
2.89,3323242,4736,0
5.73,7313486,66,1
6.18,8467054,113,1
5.71,4360962,82,1
4.41,1829542,214,0
7.6,365584,153,1
4.03,4231867,2928,0
7.23,4306658,179,1
7.22,7024496,114,1
6.62,8290921,65,1
2.83,1651789,3810,0
3.62,3294566,335,0
4.24,810584,1717,0
7.7,4456679,127,1
2.91,2966794,1321,0
4.17,2094457,4664,0
3.39,1197352,2384,0
2.83,686489,3057,0
7.48,1764565,31,1
4.01,4922241,648,0
6.91,1721952,45,1
2.53,1683027,3001,0
7.39,7015564,45,1
4.45,2461349,3866,0
6.39,1307527,114,1
3.07,637962,3310,0
4.41,645614,4893,0
3.11,3382900,1647,0
6.36,7688211,34,1
7.14,535659,120,1
5.84,6781639,38,1
6.23,3079561,136,1
7.93,1973425,32,1
4.4,452632,3661,0
3.54,354967,1752,0
6.33,4887811,26,1
3.06,4816757,1836,0
2.64,3161403,1072,0
6.58,215575,37,1
3.39,3786056,1074,0
7.8,5325042,128,1
7.92,7076496,112,1
2.96,550913,2636,0
2.58,3104843,1547,0
3.89,4114782,4365,0
7.26,1147885,32,1
2.8,2326984,1115,0
2.99,3850907,3667,0
2.64,4045651,3335,0
4.46,4091936,2470,0
6.73,6802014,82,1
6.37,3212452,122,1
5.56,2463157,25,1
5.87,5456080,37,1
3.12,4845368,4786,0
3.79,3927634,2350,0
6.34,5418724,176,1
7.12,6911919,71,1
2.92,3555073,2181,0
7.13,2503678,99,1
3.17,442326,670,0
6.31,7650154,45,1
4.0,153662,138,0
5.71,4855803,155,1
7.28,1746902,197,1
7.44,2400759,184,1
4.44,3958970,149,0
5.51,6294410,197,1
4.02,2388508,2937,0
3.18,1352937,3310,0
5.99,225132,154,1
5.96,6816605,182,1
2.78,1212991,1767,0
3.27,1065169,4289,0
3.25,1745890,2689,0
6.97,9799682,178,1
3.24,701798,2635,0
4.23,3210131,1429,0
6.18,2527107,144,1
4.45,1562325,4094,0
4.28,3632441,590,0
6.83,3253605,124,1
3.68,2576017,2840,0
4.34,1496141,1608,0
3.09,3166507,3029,0
6.06,1663334,57,1
6.4,2232345,51,1
6.84,3846423,78,1
6.23,5869348,75,1
7.88,2755008,31,1
6.68,2883661,34,1
6.43,5297638,37,1
3.66,753163,2965,0
3.68,2720351,2511,0
7.63,2105057,34,1
6.45,4127837,115,1
3.48,2264780,3309,0
6.06,6003331,167,1
6.77,1561682,99,1
3.58,180041,2288,0
6.62,380403,48,1
4.1,1496660,1276,0
4.47,851375,4329,0
3.54,4877245,1298,0
6.1,4393799,53,1
7.1,5698021,89,1
7.34,6849862,138,1
3.27,1436725,1727,0
7.86,4966679,93,1
2.71,3829818,4357,0
7.85,5387857,148,1
3.9,4845919,2079,0
3.06,702478,2080,0
2.52,2834116,4394,0
6.19,2781253,39,1
7.82,8150776,170,1
3.41,602295,833,0
2.9,1275757,2047,0
5.91,724556,77,1
6.15,4015296,39,1
6.68,1337232,130,1
7.32,410651,53,1
3.0,3921012,707,0
4.25,1570947,1704,0
6.53,1752397,127,1
7.07,4821540,186,1
2.68,4471246,1084,0
7.1,4711288,98,1
2.94,2095910,2231,0
2.7,4436917,209,0
6.23,8749990,53,1
2.67,2637975,4602,0
3.39,4974385,3876,0
6.97,4918289,167,1
7.85,2496493,138,1
2.98,1992991,751,0
6.71,3586117,63,1
4.31,3003516,3598,0
3.86,2615200,2301,0
7.24,8052902,74,1
3.7,165982,4462,0
3.68,4088185,2577,0
4.41,3469137,4804,0
5.85,5652214,30,1
6.49,9543146,38,1
6.02,4279305,110,1
6.42,3891898,100,1
3.4,3101211,4806,0
7.75,9753684,128,1
2.54,2262562,788,0
5.98,8386468,194,1
7.24,593051,42,1
6.69,1383311,154,1
4.29,4230638,3850,0
3.17,1225178,2776,0
6.93,2218581,166,1
4.05,1174411,3249,0
4.12,648348,2966,0
6.2,3231813,27,1
3.04,2046628,3356,0
7.81,2400065,171,1
7.2,9931248,98,1
3.37,3453874,1477,0
7.64,4159721,56,1
2.62,2396777,466,0
7.43,2519909,69,1
3.05,3734369,2028,0
4.33,4006520,4313,0
7.22,8124280,65,1
2.77,1131939,3707,0
4.25,2969349,4944,0
3.04,1862311,3783,0
2.7,1555469,3352,0
6.63,5040430,170,1
5.61,5049035,116,1
5.85,6344121,169,1
3.58,2773137,4282,0
5.72,871953,67,1
2.88,235117,3116,0
4.28,2499091,773,0
7.5,2039217,63,1
7.64,2834111,107,1
3.9,3533309,1564,0
6.75,9020617,102,1
3.72,1121588,4657,0
3.63,400006,4344,0
3.01,2110956,1115,0
7.67,1034350,32,1
6.22,7495200,51,1
7.09,9363057,177,1
6.22,7175844,115,1
3.43,2104768,591,0
2.96,4531599,3892,0
2.94,1765032,419,0
6.93,4631787,63,1
4.25,3853409,3620,0
2.81,4964261,4630,0
3.1,1890447,1040,0
5.77,8796096,100,1
4.2,2899428,3329,0
7.31,9227161,186,1
6.44,4919379,76,1
6.0,9831129,80,1
4.3,1071122,2606,0
3.9,1790458,1078,0
2.6,2250653,3241,0
6.18,6741255,89,1
3.93,973064,204,0
2.57,1439987,4099,0
6.52,3756550,132,1
6.53,3937667,75,1
4.09,401864,731,0
3.18,4627606,2114,0
2.54,2030348,1747,0
2.95,4340197,1838,0
3.66,1339219,3788,0
7.11,2613862,91,1
5.93,5935104,70,1
7.43,3148001,32,1
3.78,810353,4377,0
7.15,1382705,104,1
4.32,2056436,3279,0
7.12,9043874,86,1
5.71,2438044,100,1
5.64,9740820,165,1
5.78,7215564,199,1
2.76,2886718,784,0
4.46,2765567,3425,0
7.58,8389403,139,1
6.52,1453387,173,1
3.88,4770702,2368,0
7.84,8950933,158,1
5.7,4097287,111,1
5.96,9331456,155,1
7.86,5594949,74,1
2.97,3302379,325,0
2.64,3426314,4215,0
6.06,7922258,153,1
3.48,2917629,4158,0
2.88,957593,1678,0
5.91,6410007,135,1
3.08,3318738,4844,0
3.56,1706574,119,0
4.13,1752063,618,0
6.98,7618972,86,1
5.93,8760471,90,1
6.27,3936877,110,1
3.9,3997884,1541,0
6.17,6939207,36,1
2.75,2513762,2879,0
3.18,4268002,3902,0
7.69,6979867,158,1
3.58,4327519,3076,0
3.57,4113033,4173,0
3.59,2346506,3698,0
3.24,1753811,2260,0
2.57,1522654,4994,0
3.1,1339680,1296,0
6.44,6390204,64,1
6.24,889113,81,1
7.38,1285317,45,1
3.48,2803330,2693,0
3.61,2525974,2758,0
7.49,1284751,33,1
5.56,6477815,126,1
2.77,4443838,4406,0
3.47,3203795,251,0
7.78,6875984,111,1
6.91,9177863,77,1
5.98,4985651,125,1
7.58,1037357,102,1
6.9,5236411,56,1
3.5,3706351,1298,0
4.08,245870,4589,0
6.44,9729213,69,1
6.5,6221873,62,1
7.15,5370793,99,1
2.64,2645444,4972,0
7.56,9379660,134,1
7.49,8064407,42,1
3.85,3328449,103,0
2.71,1499027,4039,0
3.55,3302270,1516,0
6.85,8491983,164,1
6.14,7477014,45,1
3.72,809473,2529,0
4.47,480540,2643,0
3.77,1222744,1523,0
4.22,314676,4188,0
4.16,2843888,2834,0
7.88,3148497,38,1
6.08,2766795,25,1
5.75,760277,175,1
3.0,3083242,2056,0
6.77,4994187,60,1
7.77,8000258,145,1
4.12,4841171,1846,0
2.94,980925,2912,0
2.64,2466926,4128,0
3.49,627279,2963,0
3.65,3670146,1941,0
7.59,2440189,120,1
3.44,2754631,2014,0
2.92,718189,2354,0
4.47,4786160,1498,0
6.22,7964616,111,1
5.66,2944317,57,1
6.39,694060,51,1
7.16,475430,193,1
7.64,8564270,184,1
7.14,4675992,40,1
3.44,4365369,2066,0
7.74,736227,177,1
